0.093194	-2.3036	-2.761	-1.665	-3.0147	-4.0411	-1.5191	0.27605	-0.91139	-1.7613	-1.3487	-2.224	-1.7703	-1.2412	-3.9654	-5.5483	-2.7347	-2.298	-2.4174	-2.7095	-0.46743	-1.6003	-3.3952	-0.78506	-1.2061	-1.3856	-4.873	-4.8515	-6.0387	-11.793
-2.885	-1.3967	-0.44125	-1.532	-1.2095	-4.9957	-3.8834	-0.072053	-1.6173	-2.5187	-3.3312	-5.104	-2.0753	-4.2103	-3.6034	-6.8122	-2.3318	-3.1004	-1.675	-2.3429	-1.6873	-2.1833	-3.7	-2.2516	-2.0775	-2.0839	-3.782	-3.3559	-4.1056	-7.1289
-2.7179	-3.7531	-3.1307	-3.9849	-3.1893	-4.2288	-3.6076	-3.0668	-3.3075	-3.2995	-3.2108	-5.7351	0.37036	-3.6739	-2.2313	-5.8695	-0.69149	-1.498	-1.2524	-2.4883	-2.2894	-1.686	-5.0932	-1.9029	-2.2187	-2.145	-5.4664	-6.4192	-5.8472	-10.537
-3.8454	-5.1731	-3.4619	-2.6501	-2.3091	-6.0438	-5.0509	-4.1025	-3.8303	-4.8339	-2.9181	-5.2871	0.42909	-2.3651	-2.8347	-6.923	-2.5728	-1.4426	-2.1468	-3.0107	-3.692	-1.4269	-6.5467	-2.4776	-2.8215	-2.3134	-6.1243	-3.9769	-8.3017	-7.0446
-0.57714	-3.5101	-2.1171	-2.2558	-0.26049	-1.2874	-1.2463	-1.6692	-1.8931	-0.83561	-3.3359	-4.5936	-2.0177	-3.8968	-3.7857	-3.8342	-2.6805	-3.0088	-2.7637	-2.1012	-2.6855	-2.2964	-4.8476	-1.6764	-2.4131	-2.3448	-4.5105	-6.035	-5.8892	-9.3508
-1.6646	-2.4329	-4.0991	-3.3173	-2.8942	-5.0746	-3.1917	-2.0836	-1.467	-2.27	-1.1491	-0.96656	0.80624	-0.33472	0.56524	-2.1187	-0.82912	-0.31155	-1.2145	-3.2575	-2.4417	-3.1712	-4.1983	-3.0541	-2.1838	-2.0314	-6.4991	-4.518	-6.1116	-10.163
-1.7207	-2.2919	-2.1601	-1.7395	-2.4732	-3.4556	-2.031	-1.8449	-1.3128	-2.4428	-2.4704	-3.6541	-0.9423	-1.3222	-1.026	-2.1118	-3.3194	-1.8489	0.22399	-1.9667	-2.3194	-0.65632	-6.999	-2.0433	-3.5796	-0.45451	-3.1721	-4.3322	-4.108	-4.5069
-1.3157	-2.9787	-1.5587	-1.7637	-2.7032	-5.0976	-1.0834	-2.4348	-1.6163	-2.4997	-1.3026	-3.3268	-2.9566	-1.8524	-3.6661	-5.0711	-1.4659	-2.5556	-2.8624	-3.5536	-2.081	-0.13747	-3.5921	-2.2268	-2.1315	-1.4795	-5.2059	-3.5251	-3.1357	-4.8847
-2.5924	-5.415	-2.5518	-3.1118	-3.3393	-3.9704	-2.7956	-1.5877	-2.619	-2.9555	-3.6935	-2.6117	-2.8877	-2.7926	-3.202	-4.7759	-3.3662	-2.6561	-3.0672	-3.7534	-2.3214	-2.4014	-3.5696	-3.14	-3.7143	-2.4307	-5.3961	-6.2614	-3.3454	-11.539
-3.8685	-2.6238	-3.3057	-3.0052	-3.2282	-6.6568	-4.321	-2.6881	-3.1584	-2.9001	-2.9843	-3.2001	-2.5247	-3.7865	-2.3508	-2.2051	-3.4189	-1.679	-1.9671	-3.1704	-3.9082	-1.9313	-8.4567	-3.0226	-4.198	-3.0837	-4.53	-4.7832	-4.5928	-8.7309
-1.5008	-2.478	-2.2241	-1.9509	-2.7967	-2.6488	-0.47217	-0.87716	-1.6142	-1.3021	-1.8709	-2.4967	-1.0489	-1.7574	-0.9916	-4.1991	-1.1144	-0.62652	-0.18348	-2.0426	-0.94277	-1.0474	-3.6921	-1.2294	-1.556	-1.5468	-1.5059	-2.1255	-5.0362	-4.9182
